title,role,date,authors,price,downloads,revenue
"B2C Marketers Must Turn Fragmented Marketing Budgets Into Business Budgets","Marketing Leadership",12568837.90961003,"[ ""Tracy Stokes"", ""David M. Cooperstein"", ""Shar VanBoskirk"", ""Laura Ramos"" ]","499","201",100299.0
"Banking Industry Architecture Network Delivers On Semantic Business Services Specifications","Application Development & Delivery",12568838.80702806,"[ ""Jost Hoppermann"", ""Holger Kisker, Ph.D."" ]","499","136",67864.0
"The Rise Of The Customer Life-Cycle Marketing Systems","CMO",12655240.31572604,"[ ""Cory Munchbach"", ""David M. Cooperstein"" ]","2495","424",1057880.0
"The State Of Online Video Advertising In North America, 2013","Marketing Leadership",12655240.95832109,"[ ""James McDavid"", ""Luca S. Paderni"" ]","499","312",155688.0
"The State Of Online Video Advertising In Europe, 2013","Marketing Leadership",12655241.54464102,"[ ""Luca S. Paderni"", ""James McDavid"" ]","499","145",72355.0
"Smart Process Apps — One Year Later","Enterprise Architecture",12741642.18330193,"[ ""Craig Le Clair"", ""Alex Cullen"", ""Andrew Bartels"", ""Clay Richardson"" ]","499","309",154191.0
"Weaning US Investors Off Paper Statements","eBusiness & Channel Strategy",12741642.79149389,"[ ""Bill Doyle"", ""Benjamin Ensor"", ""Peter Wannemacher"" ]","499","130",64870.0
"Five Concerted Steps To Maximize The Business Value Of IT","Infrastructure & Operations",12741643.40247393,"[ ""Eveline Oehrlich"", ""Stephanie Balaouras"", ""Nigel Fenwick"" ]","499","337",168163.0
"TechRadar™: Business Technology Monitoring, Q3 2013, Part 5 Of 5","Infrastructure & Operations",12741644.13848305,"[ ""John Rakowski"", ""Doug Washburn"" ]",,"199",
"Upgrade Your Data Capabilities Rapidly With Data Services Providers","Enterprise Architecture",12828044.84795189,"[ ""Charles Green"", ""Gene Leganza"", ""Holger Kisker, Ph.D."" ]","2495","189",471555.0
"Flex Your Customer Data Muscle: Do You Have What It Takes?","Application Development & Delivery",12828045.43537807,"[ ""Mike Gualtieri"", ""Holger Kisker, Ph.D."" ]","499","112",55888.0
"Self-Assessment Tool For Customer Data Management Capabilities","Application Development & Delivery",12828046.25666499,"[ ""Mike Gualtieri"", ""Holger Kisker, Ph.D."" ]","499","31",15469.0
"Understand Business Needs For Responsive Web Design","Application Development & Delivery",12828046.88703799,"[ ""Mark Grannan"", ""Peter Sheldon"", ""Stephen Powers"", ""Jeffrey S. Hammond"", ""Zia Daniell Wigder"", ""Lily Varon"" ]","499","236",117764.0
"The Forrester Wave™: Enterprise Data Warehouse, Q4 2013","Application Development & Delivery",12828049.02641606,"[ ""Noel Yuhanna"", ""Mike Gualtieri"", ""Holger Kisker, Ph.D."" ]","2495","672",1676640.0
"Balance People And Process To Fund L2RM","Customer Insights",13087249.63389301,"[ ""Laura Ramos"", ""David M. Cooperstein"", ""Lori Wizdo"" ]","499","106",52894.0
"Case Study: News UK Transformed Its Data Center To Become More Agile","Infrastructure & Operations",13087250.84274697,"[ ""Sudhanshu Bhandari"", ""Michael Barnes"", ""Manish Bahl"", ""Dave Bartoletti"", ""Henry Baltazar"" ]","499","123",61377.0
"Case Study: Large-Scale Multicountry Banking Platform Rationalization","Application Development & Delivery",13087251.62506604,"[ ""Jost Hoppermann"", ""Holger Kisker, Ph.D."", ""George Lawrie"" ]","499","166",82834.0
"Manage Your Business Application Transformation Performance","Application Development & Delivery",13087252.30600595,"[ ""Jost Hoppermann"", ""George Lawrie"", ""Holger Kisker, Ph.D."", ""Gene Leganza"" ]","499","144",71856.0
"The Next Act For Agencies: The Post-Digital Agency Landscape","CMO",13087252.92272592,"[ ""David M. Cooperstein"", ""Shar VanBoskirk"" ]","499","646",322354.0
"Applications Outsourcing Pricing Models: Beyond The Managed Outcome Engagement","Sourcing & Vendor Management",13173653.55168796,"[ ""William Martorelli"", ""Chris Andrews"" ]","499","282",140718.0
"Forrester Research Mobile And Tablet Commerce Forecast, 2013 To 2018 (EU-7)","eBusiness & Channel Strategy",13260053.96431804,"[ ""Michael O'Grady"" ]",,"8",
"Predictions For 2014: Cloud Computing","CIO",13260054.96471596,"[ ""James Staten"", ""Dave Bartoletti"", ""Andras Cser"", ""John Kindervag"", ""Lauren E. Nelson"", ""Liz Herbert"", ""Christopher Voce"" ]","499","1225",611275.0
"Quick Take: Akamai Acquires Prolexic, Doubling Down On DDoS Mitigation Services","Security & Risk",13260055.50090504,"[ ""John Kindervag"", ""Tyler Shields"", ""Ed Ferrara"", ""Heidi Shey"", ""Stephanie Balaouras"", ""Kelley Mak"" ]","199","113",22487.0
"Navigating The Legal And Compliance Implications Of BYOD","Infrastructure & Operations",13260056.11913896,"[ ""David K. Johnson"", ""Christopher Voce"", ""Christian Kane"", ""Renee Murphy"" ]","499","320",159680.0
"CRM Success Hinges On Effective Change Management","Application Development & Delivery",13346457.04803991,"[ ""Claire Schooley"", ""Stephen Powers"" ]","499","233",116267.0
"Case Study: Yihaodian Leverages IT Assets To Deliver Results In China's eCommerce Market","Infrastructure & Operations",13346457.66558003,"[ ""Frank Liu"", ""Bryan Wang"", ""Dane Anderson"" ]","499","81",40419.0
"Why Every Online Retailer Needs To Think Green","eBusiness & Channel Strategy",13346458.25210905,"[ ""Sucharita Mulpuru"", ""Carrie Johnson"", ""Patti Freeman Evans"" ]","499","150",74850.0
"Trends In Russia's eCommerce Market","eBusiness & Channel Strategy",13346460.04864001,"[ ""Martin Gill"", ""Zia Daniell Wigder"" ]","499","173",86327.0
"Optimize Your Search Marketing With Mobile","Marketing Leadership",13346460.64076591,"[ ""Jennifer Wise"", ""Shar VanBoskirk"" ]","499","303",151197.0
"Benchmark Against Best Practices To Optimize CRM Performance","Application Development & Delivery",13432861.56096292,"[ ""Stephen Powers"" ]","499","196",97804.0
"Offshore Vendor Snapshots","Sourcing & Vendor Management",13432862.12891698,"[ ""Chris Andrews"" ]","499","188",93812.0
"Improving Security With Your Indian Software Service Provider","Security & Risk",13432865.35967302,"[ ""Manatosh Das"", ""Christopher McClean"", ""Andrew Rose"" ]","499","130",64870.0
"The Costs And Benefits Of Marketing Innovation Labs","CMO",13432865.95718694,"[ ""David M. Cooperstein"" ]","499","340",169660.0
"Craft The Right Digital Wallet Strategy For Your Financial Institution","eBusiness & Channel Strategy",12741666.63428211,"[ ""Denee Carrington"", ""Catherine Graeber"", ""Zia Daniell Wigder"", ""Lily Varon"" ]","499","381",190119.0
"Better Governance Leads To Better Customer Service — Yes, Really!","Application Development & Delivery",13432867.14990211,"[ ""Kate Leggett"", ""Art Schoeller"", ""Stephen Powers"" ]","499","204",101796.0
"Understanding Digital Wallet Options For Your Business","eBusiness & Channel Strategy",13432867.81585097,"[ ""Denee Carrington"", ""Zia Daniell Wigder"" ]","499","529",263971.0
"TechRadar™: Business Technology Monitoring, Q3 2013, Part 4 Of 5","Infrastructure & Operations",13864868.28899288,"[ ""John Rakowski"", ""Doug Washburn"" ]",,"219",
"TechRadar™: Business Technology Monitoring, Q3 2013, Part 3 Of 5","Infrastructure & Operations",13864869.18812799,"[ ""John Rakowski"", ""Doug Washburn"" ]",,"242",
"Quick Take: The Salesforce-HP Superpod Experiment","Application Development & Delivery",13864870.11440611,"[ ""John R. Rymer"", ""Christopher Mines"" ]","199","87",17313.0
"Measuring Your Workforce Experience: Use Customer Experience Insight As Your Guide","CIO",13951270.7488749,"[ ""TJ Keitt"", ""Andrew Smith"", ""Khalid Kark"" ]","499","260",129740.0
"Asia Pacific Online Retail Forecast, 2013 To 2018","eBusiness & Channel Strategy",13951271.37157798,"[ ""Zia Daniell Wigder"", ""Jitender Miglani"" ]","499","367",183133.0
"Quick Take: With Salesforce1, Finally, An Integrated Cloud Platform","Application Development & Delivery",13951271.82723904,"[ ""John R. Rymer"", ""Christopher Mines"", ""Michael Facemire"" ]","199","209",41591.0
"Quick Take: Salesforce1 Announcement Is Long On Vision And Short On Cost And ROI Details","CMO",13951272.26589108,"[ ""Cory Munchbach"", ""Laura Ramos"" ]","195","140",27300.0
"Market Overview: Digital Customer Experience Delivery Platforms","Application Development & Delivery",13951272.88439989,"[ ""David Aponovich"", ""Mark Grannan"", ""Stephen Powers"", ""Randy Heffner"", ""Anjali Yakkundi"" ]","2495","735",1833825.0
"Energize Your Developers With A Hackathon","Application Development & Delivery",13951273.52589011,"[ ""Jeffrey S. Hammond"", ""Christopher Mines"", ""Rowan Curran"" ]","499","192",95808.0
"Implement Strategic Software Sourcing In These Six Easy Steps","Sourcing & Vendor Management",13951274.120327,"[ ""Duncan Jones"", ""Chris Andrews"" ]","499","160",79840.0
"The Forrester Wave™: Private Cloud Solutions, Q4 2013","Infrastructure & Operations",12482474.62555695,"[ ""Lauren E. Nelson"", ""Dave Bartoletti"", ""James Staten"", ""Doug Washburn"", ""Glenn O'Donnell"", ""Henry Baltazar"", ""Andre Kindness"" ]","2495","975",2432625.0
"US Online Holiday Retail Forecast, 2013","eBusiness & Channel Strategy",14037675.53305411,"[ ""Sucharita Mulpuru"", ""Patti Freeman Evans"", ""Vikram Sehgal"" ]","499","255",127245.0
"Quick Take: Amazon Floods The Desktop-As-A-Service (DaaS) Landscape With WorkSpaces","Infrastructure & Operations",14037676.24475789,"[ ""David K. Johnson"", ""Christopher Voce"", ""James Staten"" ]","199","249",49551.0
"Market Overview: BPM Service Providers, Q4 2013","Enterprise Architecture",14037676.76932311,"[ ""Clay Richardson"", ""Alex Cullen"", ""Derek Miers"", ""Andrew Bartels"" ]","2495","347",865765.0
"The Forrester Wave™: Partner Relationship Management (PRM) Platforms, Q4 2013","Sales Enablement",14296877.30238509,"[ ""Peter O'Neill"" ]","2495","236",588820.0
"The Increasing Sophistication Of The Digital Home","Marketing Leadership",14296877.79460907,"[ ""Gina Fleming"", ""Reineke Reitsma"", ""Ryan Morrill"" ]",,"92",
"The Failing School System For B2B Sellers","Sales Enablement",14296879.35946798,"[ ""Norbert Kriebel"", ""Scott Santucci"" ]","499","104",51896.0
"What Do Executive Buyers Find Valuable?","Sales Enablement",14296880.67458892,"[ ""Norbert Kriebel"", ""Scott Santucci"" ]","499","159",79341.0
"Market Overview: Hosted Collaboration Services Providers","CIO",14296881.19483399,"[ ""TJ Keitt"", ""Khalid Kark"", ""Christopher Voce"" ]","2495","330",823350.0
"Empower Salespeople With Tablets To Drive Value For Your Business","Infrastructure & Operations",14383282.11321592,"[ ""J. P. Gownder"", ""Christopher Voce"" ]","499","165",82335.0
"Quick Take: Microsoft's Asia Pacific Analyst Summit 2013","Application Development & Delivery",14383282.67162704,"[ ""Michael Barnes"", ""Dane Anderson"", ""Frederic Giron"", ""Clement Teo"", ""Tim Sheedy"" ]","199","74",14726.0
"The Characteristics Of A Differentiated Meeting, According To Salespeople","Sales Enablement",14383283.1663239,"[ ""Mark Lindwall"", ""Scott Santucci"" ]","499","110",54890.0
"Market Overview: Global Payment Service Providers 2013","eBusiness & Channel Strategy",12482483.59676003,"[ ""Peter Sheldon"", ""Denee Carrington"", ""Lily Varon"", ""Zia Daniell Wigder"", ""Benjamin Ensor"", ""Martin Gill"" ]","2495","598",1492010.0
"Customer Life-Cycle Industry Overview: Automobiles","Marketing Leadership",11618483.94786,"[ ""Reineke Reitsma"", ""Anjali Lai"", ""Ryan Morrill"" ]",,"58",
"B2B Measurement Needs A Reboot","Customer Insights",14383285.04579806,"[ ""Tina Moffett"", ""Carlton A. Doty"", ""Lori Wizdo"" ]","499","173",86327.0
"Customer Life-Cycle Industry Overview: Consumer Electronics","Marketing Leadership",14383285.39626694,"[ ""Reineke Reitsma"", ""Anjali Lai"", ""Ryan Morrill"" ]",,"54",
"Case Study: NASA Uses Open Innovation To Spur Creativity And Generate Business Value","CIO",14469685.99080992,"[ ""Chip Gliedman"", ""Andrew Smith"", ""Peter Burris"" ]","499","142",70858.0
"Architecting Customer Experience","Enterprise Architecture",14469686.52659392,"[ ""Derek Miers"", ""Alex Cullen"" ]","499","469",234031.0
"Time For US Banks To Get Tough And Turn Off Paper For eDelivery Customers","eBusiness & Channel Strategy",13260087.13287091,"[ ""Peter Wannemacher"", ""Catherine Graeber"", ""Bill Doyle"" ]","499","190",94810.0
"The Disruptive CIO","CIO",14469687.9924891,"[ ""Khalid Kark"", ""Andrew Smith"", ""James L. McQuivey, Ph.D."" ]","499","557",277943.0
"Pioneer Vendors: Proactive Assistance","CIO",14469688.77075791,"[ ""Michael Yamnitsky"", ""Christopher Mines"", ""Frank E. Gillett"", ""Tony Costa"", ""TJ Keitt"", ""J. P. Gownder"", ""Stephen Powers"" ]","499","174",86826.0
"How To Hire And Onboard Customer-Centric Employees","Customer Experience",14469689.36948299,"[ ""Samuel Stern"", ""Harley Manning"" ]","499","254",126746.0
"Forrester Research Interactive Marketing Forecast By Industry, 2013 To 2018 (US)","Marketing Leadership",14469689.89919305,"[]",,"9",
"Anticipate Your Customer's Next Move With Proactive Experiences","Customer Experience",14469690.49880695,"[ ""Tony Costa"", ""John Dalton"" ]","499","586",292414.0
"Quick Take: Amazon's Mayday Turns Customer Support Into Customer Experience","Customer Experience",14469691.01055408,"[ ""Tony Costa"", ""John Dalton"", ""Kate Leggett"" ]","195","274",53430.0
"2016: Google Apps And Office 365","CIO",14469691.657336,"[ ""TJ Keitt"", ""Khalid Kark"", ""Alan Weintraub"", ""Rob Koplowitz"", ""Philipp Karcher"", ""Christian Kane"" ]","499","484",241516.0
"Improve Service Management Processes To Gain Greater Agility In Multisourcing","Sourcing & Vendor Management",14469692.2534411,"[ ""Wolfgang Benkel"", ""Chris Andrews"" ]","499","162",80838.0
"Delivering An Effective Technology Infrastructure For Global B2B eCommerce","eBusiness & Channel Strategy",14556092.95907593,"[ ""Andy Hoar"", ""Zia Daniell Wigder"" ]","499","230",114770.0
"Why Do Sales Reps Believe They Lose Deals?","Sales Enablement",14556093.56671,"[ ""Mark Lindwall"", ""Scott Santucci"" ]","499","148",73852.0
"Define Your Strategic HR Technology Road Map","Application Development & Delivery",14556094.53970098,"[ ""Paul D. Hamerman"", ""Holger Kisker, Ph.D."", ""Claire Schooley"" ]","499","349",174151.0
"Content And Commerce: The Odd Couple Or The Power Couple?","Application Development & Delivery",14556095.64376211,"[ ""Stephen Powers"", ""Peter Sheldon"", ""Zia Daniell Wigder"", ""David Aponovich"" ]","499","233",116267.0
"Setting A Technology Sourcing Strategy For Digital Disruption","Sourcing & Vendor Management",14556097.379807,"[ ""Liz Herbert"", ""Chris Andrews"" ]","499","221",110279.0
"Commerce And Content: The Perfect Couple Or A Tumultuous Affair?","eBusiness & Channel Strategy",14556097.94587302,"[ ""Peter Sheldon"", ""Stephen Powers"", ""Zia Daniell Wigder"", ""David Aponovich"" ]","499","383",191117.0
"Asia Pacific Technology Predictions: 2014","CIO",12482498.50288701,"[ ""Dane Anderson"", ""Frederic Giron"", ""Tim Sheedy"", ""Michael Barnes"", ""Craig Menzies"", ""Sudhanshu Bhandari"", ""Clement Teo"" ]","499","459",229041.0
"The Forrester Wave™: Business Intelligence Service Providers In Asia Pacific, Q4 2013","Sourcing & Vendor Management",14642499.11784196,"[ ""Michael Barnes"", ""Frederic Giron"", ""Boris Evelson"", ""Liz Herbert"" ]","2495","247",616265.0
"Measuring Mobile Apps","Application Development & Delivery",12482499.727736,"[ ""Jeffrey S. Hammond"", ""Phil Murphy"", ""Julie A. Ask"", ""Michael Facemire"", ""Rowan Curran"" ]","499","600",299400.0
"SVM Glossary Of Terms — Q4 2013 Update","Sourcing & Vendor Management",14642500.43535304,"[ ""Chris Andrews"" ]","499","347",173153.0
"China Tech Market Outlook: 2014","CIO",14642501.24972892,"[ ""Bryan Wang"", ""Dane Anderson"", ""Andrew Bartels"", ""Frederic Giron"" ]","499","223",111277.0
"Case Study: Tagal Refreshed Its Sourcing Strategy To Regain Business Competence","Sourcing & Vendor Management",14642501.8780489,"[ ""Gene Cao"", ""Frederic Giron"" ]","499","48",23952.0
"Why Do Salespeople Think Buyers Meet With Them?","Sales Enablement",14901702.49889708,"[ ""Mark Lindwall"", ""Scott Santucci"" ]","499","117",58383.0
"Understand The Context Of eDiscovery Tools For Your Enterprise","Enterprise Architecture",14901702.9164691,"[ ""Cheryl McKinnon"", ""Leslie Owens"" ]","2495","192",479040.0
"Case Study: Bank Of The West Jump-Starts eBill Adoption","eBusiness & Channel Strategy",14901703.47887993,"[ ""Catherine Graeber"", ""Benjamin Ensor"" ]","499","133",66367.0
"The CIO Mandate: Engaging Customers With Business Technology","CIO",14901704.11047006,"[ ""Peter Burris"", ""Sharyn Leaver"" ]","499","387",193113.0
"Quick Take: New Pricing From Adobe Campaign Will Disrupt Email Marketing","Customer Insights",14901704.65165496,"[ ""Shar VanBoskirk"" ]","195","197",38415.0
"Build A Marketing Innovation Engine And Team To Power Growth","CMO",14901705.26444888,"[ ""David M. Cooperstein"" ]","499","243",121257.0
"This Isn't Your Grandfather's Service Desk","Infrastructure & Operations",14901705.8258791,"[ ""Amy DeMartine"", ""John Rakowski"", ""Eveline Oehrlich"", ""Megan Burns"" ]","499","271",135229.0
"Integrated Business Services — Operating At The Pace Of Business Change","CIO",14988106.85126805,"[ ""Bobby Cameron"", ""Khalid Kark"", ""Peter Burris"", ""Andrew Smith"" ]","499","306",152694.0
"Forrester's Data Governance Toolkit","Enterprise Architecture",14988107.48697805,"[ ""Henry Peyret"" ]","499","66",32934.0
