title,role,date,authors,authorscore,price,downloads,revenue
Executive Q&A: Text Analytics For Customer Intelligence,Customer Insights,82213057.99112105,"[u'Leslie Owens', u'Allison Smith']",492074.31868131866,499,461,230039.0
"The Forrester Wave: EFM Satisfaction And Loyalty Solutions, Q3 2011",Customer Experience,82299458.651505,"[u'Roxana Strohmenger', u'Harley Manning', u'Samantha Yanling Jaddou']",435214.775862069,2495,932,2325340.0
Demystifying Real-Time Intelligence,Customer Insights,82299459.24963689,"[u'Srividya Sridharan', u'Allison Smith']",496967.2068965517,499,670,334330.0
Hiring Creative Developers,Application Development & Delivery,82299460.04549098,[u'Jeffrey S. Hammond'],755414.43125,499,381,190119.0
"The Forrester Wave: EFM Vendors, Market Insights Platform Providers, Q3 2011",Customer Experience,82299460.76986694,"[u'Roxana Strohmenger', u'Reineke Reitsma', u'Samantha Yanling Jaddou']",318355.2291666667,2495,778,1941110.0
Market Overview: Personal Financial Management SolutionsA Social Computing Report,eBusiness & Channel Strategy,81435461.29021311,"[u'Benjamin Ensor', u'Peter Wannemacher']",432286.46875,2495,934,2330330.0
AppLabs Finds A Home At CSC,Sourcing & Vendor Management,82299461.80099702,[u'Chris Andrews'],481104.3922829582,499,175,87325.0
Use Social Intelligence To Improve Email Marketing Success,Marketing Leadership,82645062.40834689,"[u'Nate Elliott', u'James McDavid']",493198.837398374,499,504,251496.0
Work With Marketing Pros To Prevent Breaches,Security & Risk,82645063.12788105,"[u'Eve Maler', u'Shar VanBoskirk']",722552.1900452488,499,178,88822.0
Updated 2011: Building The IT Infrastructure And Operations Balanced Scorecard,Infrastructure & Operations,82645064.76146412,"[u'Eveline Oehrlich', u'Doug Washburn']",626761.8120300752,499,982,490018.0
Updated 2011: A Sample IT Infrastructure And Operations Balanced Scorecard,Infrastructure & Operations,81781065.17129803,"[u'Doug Washburn', u'Eveline Oehrlich']",626761.8120300752,499,67,33433.0
The Health Insurance Customer Experience Professional's Guide To Healthcare Reform,Customer Experience,82645065.85590601,[u'Ron Rogowski'],310971.2252747253,499,814,406186.0
Adapt Your Messaging And Campaigns For A Changing WorkforceAn Information Workplace Report,Sales Enablement,82645066.69150496,"[u""Peter O'Neill""]",800843.4126984127,2495,204,508980.0
Are You Ready For Social Market Research?A Social Computing Report,Customer Insights,82731467.33065295,"[u'Roxana Strohmenger', u'Reineke Reitsma', u'Samantha Yanling Jaddou']",318355.2291666667,499,773,385727.0
Key Requirements For The Banking Platform Of The Future,Application Development & Delivery,82731467.94579506,[u'Jost Hoppermann'],518503.3679245283,499,826,412174.0
Business Process Initiatives Focus On Customer Experience And Cost Reduction,CIO,82731468.43106389,[u'Derek Miers'],598562.380952381,,53,
Business People Play Critical Roles On Business Technology Project Teams,Application Development & Delivery,82731469.67779899,[u'Margo Visitacion'],785642.4782608695,499,326,162674.0
Google Apps For Business: A 2011 Trip Report,CIO,82731470.38085699,"[u'Ted Schadler', u'Rob Koplowitz', u'Christopher Voce', u'TJ Keitt', u'Philipp Karcher']",976423.7570093458,499,647,322853.0
Client Virtualization Will Fail Without A Hybrid Approach,Infrastructure & Operations,82731470.99534202,"[u'David K. Johnson', u'Doug Washburn']",486357.73125,499,834,416166.0
Best Practices: Off-The-Shelf Banking Platform Transformation,Application Development & Delivery,82731471.63375497,[u'Jost Hoppermann'],518503.3679245283,499,626,312374.0
Connect The Dots Between Business Outcomes And Emerging Technology,Enterprise Architecture,82731472.48076701,"[u'Brian Hopkins', u'Alex Cullen', u'Randy Heffner']",573496.5541401274,499,600,299400.0
Solutions Converge To Support Multichannel Customer Interactions,Application Development & Delivery,82731473.63342094,[],0,499,1037,517463.0
Information Architecture Deliverables: What Matters Most?,Enterprise Architecture,82817874.1566279,"[u'Gene Leganza', u'Alex Cullen']",535101.093877551,499,1450,723550.0
"The Forrester Wave: Marketing Mix Modeling, Q3 2011",Marketing Leadership,82817874.68642592,[u'Luca S. Paderni'],335066.5238095238,2495,1257,3136215.0
Shopper Marketing Breaks Out Of The Store,CMO,80398675.32773805,"[u'Tracy Stokes', u'David M. Cooperstein', u'Sucharita Mulpuru', u'Cory Munchbach']",519383.68613138684,499,978,488022.0
"Moving Traveler Loyalty From ""Utility"" To ""Good""",eBusiness & Channel Strategy,82817876.0197761,"[u'Luca S. Paderni', u'Patti Freeman Evans']",544971.5518867924,499,554,276446.0
Right-Size Your Interactive Marketing Organization,Marketing Leadership,82817876.63730907,[u'Shar VanBoskirk'],722552.1900452488,499,490,244510.0
Updated Q3 2011: Power And Cooling Heat Up The Data Center,Infrastructure & Operations,82126678.65878892,"[u'Richard Fichera', u'Andre Kindness']",693488.3333333334,499,589,293911.0
Which Providers To Tap For Social Gaming,Marketing Leadership,82817879.30675697,"[u'David Truog', u'Jennifer Wise']",570909.9541984732,499,477,238023.0
Gambling: Bet On Mobile Products And ServicesA Social Computing Report,Marketing Leadership,82817879.92848802,"[u'Thomas Husson', u'J. P. Gownder']",535409.052173913,499,612,305388.0
The State Of Workforce Technology Adoption: US Benchmark 2011An Information Workplace Report,CIO,82817880.65293789,"[u'Ted Schadler', u'TJ Keitt', u'Philipp Karcher', u'Rob Koplowitz']",976423.7570093458,2495,867,2163165.0
Understanding The Business Intelligence Growth OpportunityA BT Futures Report,Application Development & Delivery,82904281.1787579,"[u'Holger Kisker, Ph.D.', u'Pascal Matzke', u'Boris Evelson']",1300291.125,2495,1489,3715055.0
How Forrester Clients Are Using Big Data,CIO,82904281.66269398,"[u'Brian Hopkins', u'Boris Evelson']",1300291.125,,168,
Prepare For Paper Decline: Offload Output To Document Processing Service Providers,Application Development & Delivery,70545482.2607081,[u'Craig Le Clair'],1197000.4537815126,499,754,376246.0
Use Interactive Marketing Dashboards To Improve Decision-Making,Marketing Leadership,82990684.24656105,"[u'David Truog', u'James McDavid']",458127.36363636365,499,884,441116.0
"The State Of Social Media Marketing In Europe, 2011",Marketing Leadership,82990685.43518591,"[u'Nate Elliott', u'David Truog', u'James McDavid']",493198.837398374,499,611,304889.0
"Market Overview: Database Security, 2011",Application Development & Delivery,82731486.20403194,[u'Noel Yuhanna'],1304449.0112359552,2495,885,2208075.0
"Executive Spotlight: Top Priorities For IT Infrastructure  & Operations Leaders, 2H 2011An Information Workplace Report",Infrastructure & Operations,83249887.09016204,[u'Doug Washburn'],486357.73125,499,952,475048.0
Global Tech Market Outlook For 2011 And 2012A BT Futures Report,CIO,83249887.7179079,"[u'Andrew Bartels', u'Christopher Mines']",1263582.44,2495,2131,5316845.0
10 Lessons Learned From Early Adopters Of Mobile Device Management Solutions,Infrastructure & Operations,82990688.40475607,[u'Christian Kane'],616663.7727272727,499,1682,839318.0
Why Strong Vendor Management Is Essential To Managed Services Relationships,Sourcing & Vendor Management,83336289.20051193,[u'Chris Andrews'],481104.3922829582,499,693,345807.0
What Is Testing-As-A-Service Anyway?,Sourcing & Vendor Management,83336289.99229789,"[u'William Martorelli', u'Chris Andrews']",734511.6578947369,499,782,390218.0
Content Mapping: The Secret To ECM Technology Selection Success,Enterprise Architecture,83336291.05532408,"[u'Alan Weintraub', u'Stephen Powers', u'Anjali Yakkundi']",967928.0483870967,499,551,274949.0
The Global Mainstreaming Of SmartphonesA BT Futures Report,Marketing Leadership,83336293.04864907,"[u'Thomas Husson', u'J. P. Gownder']",535409.052173913,499,1476,736524.0
Virtualization In Greater China 2010 To 2011: End User Adoption Trends,Application Development & Delivery,83336293.54909611,[u'Michael Barnes'],133872.79338842974,499,24,11976.0
"The Forrester Wave: Document Output For Customer Communications Management, Q3 2011",Application Development & Delivery,83422694.65534306,[u'Craig Le Clair'],1197000.4537815126,2495,1450,3617750.0
"Link Capabilities, Processes, And Value Streams For More Business Impact",Enterprise Architecture,83509095.28858995,"[u'Clay Richardson', u'Alex Cullen']",730319.7878787878,499,928,463072.0
"How Dutch Banking Customers Use Different Channels, 2011",eBusiness & Channel Strategy,83509095.79571795,[u'Benjamin Ensor'],432286.46875,2495,475,1185125.0
"Inquiry Spotlight: SaaS Pricing And Contracting, Q3 2011",Sourcing & Vendor Management,83509096.39960599,"[u'Liz Herbert', u'Duncan Jones']",650577.5357142857,499,612,305388.0
Records Management: Market Trends And Enterprise Expectations,Security & Risk,83509097.92379403,[u'Stephanie Balaouras'],634238.0085714286,499,646,322354.0
Market Overview: Tier Two Oracle SIs,Sourcing & Vendor Management,81521898.44078994,"[u'Liz Herbert', u'Duncan Jones']",650577.5357142857,2495,493,1230035.0
Website Functionality Benchmark: European Consumer Electronics RetailersA Social Computing Report,eBusiness & Channel Strategy,83595499.08712697,"[u'Martin Gill', u'Patti Freeman Evans']",544971.5518867924,499,328,163672.0
What's In A Game? The Effect Of Gamification  On Customer Loyalty Programs,Customer Insights,83595501.31385493,[u'Allison Smith'],492074.31868131866,499,979,488521.0
Case Study: Understanding Application Performance From The Outside In,Infrastructure & Operations,83595501.91346788,"[u'Eveline Oehrlich', u'Jean-Pierre Garbani']",1019003.2824858757,499,278,138722.0
Gamification Of Marketing Strategies Boosts Consumer Engagement,Marketing Leadership,83595502.53817892,[u'Jennifer Wise'],570909.9541984732,499,1159,578341.0
Corporate-Sponsored Degree Programs Provide Value But Don't Guarantee Employee Retention,Application Development & Delivery,83595503.369632,[u'Claire Schooley'],747763.2150537635,499,94,46906.0
How To Calculate The Cost Of Customer Service To Drive Improvements,Application Development & Delivery,83595504.17259192,[u'Kate Leggett'],708006.7666666667,499,515,256985.0
Introducing The Sourcing Life Cycle 2.0,Sourcing & Vendor Management,83941106.12167501,"[u'Lutz Peichert', u'Chris Andrews']",481104.3922829582,499,545,271955.0
"The Forrester Wave: Co-Creation Contest Vendors, Q3 2011A Social Computing Report",Marketing Leadership,84027506.73536706,[u'J. P. Gownder'],392243.7913043478,2495,392,978040.0
Not Business As Usual: ICT Opportunities In The Government SectorA BT Futures Report,CIO,84027508.8000691,"[u'Jennifer Belissent, Ph.D.', u'Christopher Mines']",976051.8646288209,499,626,312374.0
Staffing For SharePoint Success,CIO,84027509.88338804,[u'Rob Koplowitz'],976423.7570093458,499,670,334330.0
Banking IT In 2023 Updated,Application Development & Delivery,84027510.78789306,[u'Jost Hoppermann'],518503.3679245283,499,1385,691115.0
"Offboarding Software Avoids Risks, Reduces Cost, And Provides Efficiencies",Application Development & Delivery,84027511.56023097,[u'Claire Schooley'],747763.2150537635,499,141,70359.0
NoSQL Offers New Options To Application Developers,Application Development & Delivery,84027512.17093205,[u'Noel Yuhanna'],1304449.0112359552,499,742,370258.0
Social Media Is Expanding eBusiness' Potential To Offer Proactive SupportA Social Computing Report,eBusiness & Channel Strategy,84113912.882905,[u'Kate Leggett'],708006.7666666667,499,512,255488.0
Three Steps I&O Leaders Should Take While HP Re-Evaluates Options For Its PC Business,Infrastructure & Operations,84113913.49626708,"[u'David K. Johnson', u'Doug Washburn']",486357.73125,499,211,105289.0
Play Around With New Techniques For Requirements Collection,Application Development & Delivery,84113914.32357907,[u'TJ Keitt'],553844.7157894737,499,483,241017.0
"Forrester Research Interactive Marketing Forecast By Industry, 2011 To 2016 (US)",Marketing Leadership,84459515.20942712,[],0,5750,3,17250.0
Market Overview: Enterprise Search,Enterprise Architecture,84459515.96631289,"[u'Leslie Owens', u'Stephen Powers', u'Anjali Yakkundi']",967928.0483870967,2495,1612,4021940.0
Application Delivery Professionals Must Implement The Customer Experience Strategy,Application Development & Delivery,84459516.76522899,"[u'Harley Manning', u'Paul Hagen']",580356.976744186,499,211,105289.0
Understand The Requirements Of The Customer Life Cycle For Applications And Data,Application Development & Delivery,84459517.43299389,[u'Cory Munchbach'],321191.5714285714,499,428,213572.0
Case Study: Santander Consumer USA Wins With A Smart Mobile CRM Implementation Strategy,Application Development & Delivery,84545918.02958989,[],0,499,341,170159.0
Case Study: Orrick's Service Desk Knowledge Management Journey,Infrastructure & Operations,84632318.8754499,"[u'Eveline Oehrlich', u'Doug Washburn']",626761.8120300752,499,348,173652.0
CI Professionals: The Future Of Mobile Is Context,eBusiness & Channel Strategy,84632319.50623798,"[u'Julie A. Ask', u'J. P. Gownder', u'Ted Schadler']",762666.4326923077,499,708,353292.0
Digital Moms: A Demographic OverviewA Social Computing Report,Marketing Leadership,84718720.02731895,"[u'Reineke Reitsma', u'Ryan Morrill', u'Samantha Yanling Jaddou']",274548.01785714284,,315,
Focus On Customers And Business Architecture For Greater Business Process Maturity,Enterprise Architecture,84718720.67360497,[u'Derek Miers'],598562.380952381,499,833,415667.0
Wipro Consulting Services: Can Wipro Finally Crack The Code?,Sourcing & Vendor Management,84718721.33287501,[u'Chris Andrews'],481104.3922829582,499,445,222055.0
"Market Overview: Midrange Storage, Q3 2011",Infrastructure & Operations,77889521.82367802,[],0,2495,800,1996000.0
Connection: The Spark That Lights Up The European Digital HomeA Digital Home Report,Marketing Leadership,69422322.80244493,"[u'Gina Fleming', u'Reineke Reitsma', u'Samantha Yanling Jaddou']",274548.01785714284,,96,
"TechRadar For Business Process Professionals: Contact Center Solutions, Q3 2011A Social Computing Report",Application Development & Delivery,82299523.47697496,"[u'Kate Leggett', u'Art Schoeller']",708006.7666666667,2495,859,2143205.0
Understanding Online Payment Preferences In Europe,eBusiness & Channel Strategy,84805124.0556941,"[u'Benjamin Ensor', u'Patti Freeman Evans', u'Peter Sheldon']",676336.3859649122,499,1093,545407.0
Amazon Will Be Apple's Top Competitor In Tablets,Marketing Leadership,84805124.56030393,[u'J. P. Gownder'],392243.7913043478,499,850,424150.0
Case Study: Thomson Reuters Tests Tablet Advertising And Reaches Target Audience,Marketing Leadership,84805125.182688,[],0,499,326,162674.0
"TechRadar For Infrastructure And Operations Professionals: Contact Center Solutions, Q3 2011A Social Computing Report",Application Development & Delivery,82299525.88815999,"[u'Kate Leggett', u'Art Schoeller']",708006.7666666667,2495,883,2203085.0
Introducing ADAM: Forrester's Application Development Assessment Methodology,Application Development & Delivery,85064329.08378601,[],0,499,911,454589.0
Defining A Global Sourcing Strategy For Unified Communications Is An Iterative Process,Sourcing & Vendor Management,85064329.98046088,[u'Chris Andrews'],481104.3922829582,499,386,192614.0
Master Data Management: Customer Maturity Takes A Great Leap Forward,Application Development & Delivery,85064330.59562492,[],0,499,1047,522453.0
Productization Satisfies Tech Producers And Consumers,Application Development & Delivery,85064331.1278739,[],0,499,162,80838.0
Cost Analysis Tool: Cloud Versus Internal Storage Deployment,Infrastructure & Operations,85150731.658669,[],0,499,81,40419.0
